time;Ail;Elev;Thro;Gyro;Pitch;Rud;Axis7;Axis8;
12.6801;0;0;0;0;0;0;0;0;
12.7001;0;0;0;0;0;0;0;0;
12.7201;0;0;0;0;0;0;0;0;
12.7401;0;0;0;0;0;0;0;0;
12.7601;0;0;0;0;0;0;0;0;
12.7801;0;0;0;0;0;0;0;0;
12.8001;0;0;0;0;0;0;0;0;
12.8201;0;0;0;0;0;0;0;0;
12.8401;0;0;0;0;0;0;0;0;
12.8601;0;0;0;0;0;0;0;0;
12.88011;0;0;0;0;0;0;0;0;
12.90011;0;0;0;0;0;0;0;0;
12.92011;0;0;0;0;0;0;0;0;
12.94011;0;0;0;0;0;0;0;0;
12.96011;0;0;0;0;0;0;0;0;
12.98011;0;0;0;0;0;0;0;0;
13.00011;0;0;0;0;0;0;0;0;
13.02011;0;0;0;0;0;0;0;0;
13.04011;0;0;0;0;0;0;0;0;
13.06011;0;0;0;0;0;0;0;0;
13.08011;0;0;0;0;0;0;0;0;
13.10011;0;0;0;0;0;0;0;0;
13.12011;0;0;0;0;0;0;0;0;
13.14011;0;0;0;0;0;0;0;0;
13.16011;0;0;0;0;0;0;0;0;
13.18011;0;0;0;0;0;0;0;0;
13.20011;0;0;0;0;0;0;0;0;
13.22011;0;0;0;0;0;0;0;0;
13.24011;0;0;0;0;0;0;0;0;
13.26011;0;0;0;0;0;0;0;0;
13.28011;0;0;0;0;0;0;0;0;
13.30011;0;0;0;0;0;0;0;0;
13.32012;0;0;0;0;0;0;0;0;
13.34012;0;0;0;0;0;0;0;0;
13.36012;0;0;0;0;0;0;0;0;
13.38012;0;0;0;0;0;0;0;0;
13.40012;0;0;0;0;0;0;0;0;
13.42012;0;0;0;0;0;0;0;0;
13.44012;0;0;0;0;0;0;0;0;
13.46012;0;0;0;0;0;0;0;0;
13.48012;0;0;0;0;0;0;0;0;
13.50012;0;0;0;0;0;0;0;0;
13.52012;0;0;0;0;0;0;0;0;
13.54012;0;0;0;0;0;0;0;0;
13.56012;0;0;0;0;0;0;0;0;
13.58012;0;0;0;0;0;0;0;0;
13.60012;0;0;0;0;0;0;0;0;
13.62012;0;0;0;0;0;0;0;0;
13.64012;0;0;0;0;0;0;0;0;
13.66012;0;0;0;0;0;0;0;0;
13.68012;0;0;0;0;0;0;0;0;
13.70012;0;0;0;0;0;0;0;0;
13.72012;0;0;0;0;0;0;0;0;
13.74012;0;0;0;0;0;0;0;0;
13.76013;0;0;0;0;0;0;0;0;
13.78013;0;0;0;0;0;0;0;0;
13.80013;0;0;0;0;0;0;0;0;
13.82013;0;0;0;0;0;0;0;0;
13.84013;0;0;0;0;0;0;0;0;
13.86013;0;0;0;0;0;0;0;0;
13.88013;0;0;0;0;0;0;0;0;
13.90013;0;0;0;0;0;0;0;0;
13.92013;0;0;0;0;0;0;0;0;
13.94013;0;0;0;0;0;0;0;0;
13.96013;0;0;0;0;0;0;0;0;
13.98013;0;0;0;0;0;0;0;0;
14.00013;0;0;0;0;0;0;0;0;
14.02013;0;0;0;0;0;0;0;0;
14.04013;0;0;0;0;0;0;0;0;
14.06013;0;0;0;0;0;0;0;0;
14.08013;0;0;0;0;0;0;0;0;
14.10013;0;0;0;0;0;0;0;0;
14.12013;0;0;0;0;0;0;0;0;
14.14013;0;0;0;0;0;0;0;0;
14.16013;0;0;0;0;0;0;0;0;
14.18013;0;0;0;0;0;0;0;0;
14.20014;0;0;0;0;0;0;0;0;
14.22014;0;0;0;0;0;0;0;0;
14.24014;0;0;0;0;0;0;0;0;
14.26014;0;0;0;0;0;0;0;0;
14.28014;0;0;0;0;0;0;0;0;
14.30014;0;0;0;0;0;0;0;0;
14.32014;0;0;0;0;0;0;0;0;
14.34014;0;0;0;0;0;0;0;0;
14.36014;0;0;0;0;0;0;0;0;
14.38014;0;0;0;0;0;0;0;0;
14.40014;0;0;0;0;0;0;0;0;
14.42014;0;0;0;0;0;0;0;0;
14.44014;0;0;0;0;0;0;0;0;
14.46014;0;0;0;0;0;0;0;0;
14.48014;0;0;0;0;0;0;0;0;
14.50014;0;0;0;0;0;0;0;0;
14.52014;0;0;0;0;0;0;0;0;
14.54014;0;0;0;0;0;0;0;0;
14.56014;0;0;0;0;0;0;0;0;
14.58014;0;0;0;0;0;0;0;0;
14.60014;0;0;0;0;0;0;0;0;
14.62014;0;0;0;0;0;0;0;0;
14.64015;0;0;0;0;0;0;0;0;
14.66015;0;0;0;0;0;0;0;0;
14.68015;0;0;0;0;0;0;0;0;
14.70015;0;0;0;0;0;0;0;0;
14.72015;0;0;0;0;0;0;0;0;
14.74015;0;0;0;0;0;0;0;0;
14.76015;0;0;0;0;0;0;0;0;
14.78015;0;0;0;0;0;0;0;0;
14.80015;0;0;0;0;0;0;0;0;
14.82015;0;0;0;0;0;0;0;0;
14.84015;0;0;0;0;0;0;0;0;
14.86015;0;0;0;0;0;0;0;0;
14.88015;0;0;0;0;0;0;0;0;
14.90015;0;0;0;0;0;0;0;0;
14.92015;0;0;0;0;0;0;0;0;
14.94015;0;0;0;0;0;0;0;0;
14.96015;0;0;0;0;0;0;0;0;
14.98015;0;0;0;0;0;0;0;0;
15.00015;0;0;0;0;0;0;0;0;
15.02015;0;0;0;0;0;0;0;0;
15.04015;0;0;0;0;0;0;0;0;
15.06015;0;0;0;0;0;0;0;0;
15.08016;0;0;0;0;0;0;0;0;
15.10016;0;0;0;0;0;0;0;0;
15.12016;0;0;0;0;0;0;0;0;
15.14016;0;0;0;0;0;0;0;0;
15.16016;0;0;0;0;0;0;0;0;
15.18016;0;0;0;0;0;0;0;0;
15.20016;0;0;0;0;0;0;0;0;
15.22016;0;0;0;0;0;0;0;0;
15.24016;0;0;0;0;0;0;0;0;
15.26016;0;0;0;0;0;0;0;0;
15.28016;0;0;0;0;0;0;0;0;
15.30016;0;0;0;0;0;0;0;0;
15.32016;0;0;0;0;0;0;0;0;
15.34016;0;0;0;0;0;0;0;0;
15.36016;0;0;0;0;0;0;0;0;
15.38016;0;0;0;0;0;0;0;0;
15.40016;0;0;0;0;0;0;0;0;
15.42016;0;0;0;0;0;0;0;0;
15.44016;0;0;0;0;0;0;0;0;
15.46016;0;0;0;0;0;0;0;0;
15.48016;0;0;0;0;0;0;0;0;
15.50016;0;0;0;0;0;0;0;0;
15.52017;0;0;0;0;0;0;0;0;
15.54017;0;0;0;0;0;0;0;0;
15.56017;0;0;0;0;0;0;0;0;
15.58017;0;0;0;0;0;0;0;0;
15.60017;0;0;0;0;0;0;0;0;
15.62017;0;0;0;0;0;0;0;0;
15.64017;0;0;0;0;0;0;0;0;
15.66017;0;0;0;0;0;0;0;0;
15.68017;0;0;0;0;0;0;0;0;
15.70017;0;0;0;0;0;0;0;0;
15.72017;0;0;0;0;0;0;0;0;
15.74017;0;0;0;0;0;0;0;0;
15.76017;0;0;0;0;0;0;0;0;
15.78017;0;0;0;0;0;0;0;0;
15.80017;0;0;0;0;0;0;0;0;
15.82017;0;0;0;0;0;0;0;0;
15.84017;0;0;0;0;0;0;0;0;
15.86017;0;0;0;0;0;0;0;0;
15.88017;0;0;0;0;0;0;0;0;
15.90017;0;0;0;0;0;0;0;0;
15.92017;0;0;0;0;0;0;0;0;
15.94018;0;0;0;0;0;0;0;0;
15.96018;0;0;0;0;0;0;0;0;
15.98018;0;0;0;0;0;0;0;0;
16.00018;0;0;0;0;0;0;0;0;
16.02018;0;0;0;0;0;0;0;0;
16.04018;0;0;0;0;0;0;0;0;
16.06018;0;0;0;0;0;0;0;0;
16.08018;0;0;0;0;0;0;0;0;
16.10018;0;0;0;0;0;0;0;0;
16.12018;0;0;0;0;0;0;0;0;
16.14018;0;0;0;0;0;0;0;0;
16.16018;0;0;0;0;0;0;0;0;
16.18018;0;0;0;0;0;0;0;0;
16.20018;0;0;0;0;0;0;0;0;
16.22018;0;0;0;0;0;0;0;0;
16.24018;0;0;0;0;0;0;0;0;
16.26018;0;0;0;0;0;0;0;0;
16.28018;0;0;0;0;0;0;0;0;
16.30018;0;0;0;0;0;0;0;0;
16.32018;0;0;0;0;0;0;0;0;
16.34018;0;0;0;0;0;0;0;0;
16.36018;0;0;0;0;0;0;0;0;
16.38018;0;0;0;0;0;0;0;0;
16.40018;0;0;0;0;0;0;0;0;
16.42019;0;0;0;0;0;0;0;0;
16.44019;0;0;0;0;0;0;0;0;
16.46019;0;0;0;0;0;0;0;0;
16.48019;0;0;0;0;0;0;0;0;
16.50019;0;0;0;0;0;0;0;0;
16.52019;0;0;0;0;0;0;0;0;
16.54019;0;0;0;0;0;0;0;0;
16.56019;0;0;0;0;0;0;0;0;
16.58019;0;0;0;0;0;0;0;0;
16.60019;0;0;0;0;0;0;0;0;
16.62019;0;0;0;0;0;0;0;0;
16.64019;0;0;0;0;0;0;0;0;
16.66019;0;0;0;0;0;0;0;0;
16.68019;0;0;0;0;0;0;0;0;
16.70019;0;0;0;0;0;0;0;0;
16.72019;0;0;0;0;0;0;0;0;
16.74019;0;0;0;0;0;0;0;0;
16.76019;0;0;0;0;0;0;0;0;
16.78019;0;0;0;0;0;0;0;0;
16.80019;0;0;0;0;0;0;0;0;
16.82019;0;0;0;0;0;0;0;0;
16.84019;0;0;0;0;0;0;0;0;
16.8602;0;0;0;0;0;0;0;0;
16.8802;0;0;0;0;0;0;0;0;
16.9002;0;0;0;0;0;0;0;0;
16.9202;0;0;0;0;0;0;0;0;
16.9402;0;0;0;0;0;0;0;0;
16.9602;0;0;0;0;0;0;0;0;
16.9802;0;0;0;0;0;0;0;0;
17.0002;0;0;0;0;0;0;0;0;
17.0202;0;0;0;0;0;0;0;0;
17.0402;0;0;0;0;0;0;0;0;
17.0602;0;0;0;0;0;0;0;0;
17.0802;0;0;0;0;0;0;0;0;
17.1002;0;0;0;0;0;0;0;0;
17.1202;0;0;0;0;0;0;0;0;
17.1402;0;0;0;0;0;0;0;0;
17.1602;0;0;0;0;0;0;0;0;
17.1802;0;0;0;0;0;0;0;0;
17.2002;0;0;0;0;0;0;0;0;
17.2202;0;0;0;0;0;0;0;0;
17.2402;0;0;0;0;0;0;0;0;
17.2602;0;0;0;0;0;0;0;0;
17.2802;0;0;0;0;0;0;0;0;
17.30021;0;0;0;0;0;0;0;0;
17.32021;0;0;0;0;0;0;0;0;
17.34021;0;0;0;0;0;0;0;0;
17.36021;0;0;0;0;0;0;0;0;
17.38021;0;0;0;0;0;0;0;0;
17.40021;0;0;0;0;0;0;0;0;
17.42021;0;0;0;0;0;0;0;0;
17.44021;0;0;0;0;0;0;0;0;
17.46021;0;0;0;0;0;0;0;0;
17.48021;0;0;0;0;0;0;0;0;
17.50021;0;0;0;0;0;0;0;0;
17.52021;0;0;0;0;0;0;0;0;
17.54021;0;0;0;0;0;0;0;0;
17.56021;0;0;0;0;0;0;0;0;
17.58021;0;0;0;0;0;0;0;0;
17.60021;0;0;0;0;0;0;0;0;
17.62021;0;0;0;0;0;0;0;0;
17.64021;0;0;0;0;0;0;0;0;
17.66021;0;0;0;0;0;0;0;0;
17.68021;0;0;0;0;0;0;0;0;
17.70021;0;0;0;0;0;0;0;0;
17.72021;0;0;0;0;0;0;0;0;
17.74022;0;0;0;0;0;0;0;0;
17.76022;0;0;0;0;0;0;0;0;
17.78022;0;0;0;0;0;0;0;0;
17.80022;0;0;0;0;0;0;0;0;
17.82022;0;0;0;0;0;0;0;0;
17.84022;0;0;0;0;0;0;0;0;
17.86022;0;0;0;0;0;0;0;0;
17.88022;0;0;0;0;0;0;0;0;
17.90022;0;0;0;0;0;0;0;0;
17.92022;0;0;0;0;0;0;0;0;
17.94022;0;0;0;0;0;0;0;0;
17.96022;0;0;0;0;0;0;0;0;
17.98022;0;0;0;0;0;0;0;0;
18.00022;0;0;0;0;0;0;0;0;
18.02022;0;0;0;0;0;0;0;0;
18.04022;0;0;0;0;0;0;0;0;
18.06022;0;0;0;0;0;0;0;0;
18.08022;0;0;0;0;0;0;0;0;
18.10022;0;0;0;0;0;0;0;0;
18.12022;0;0;0;0;0;0;0;0;
18.14022;0;0;0;0;0;0;0;0;
18.16022;0;0;0;0;0;0;0;0;
18.18023;0;0;0;0;0;0;0;0;
18.20023;0;0;0;0;0;0;0;0;
18.22023;0;0;0;0;0;0;0;0;
18.24023;0;0;0;0;0;0;0;0;
18.26023;0;0;0;0;0;0;0;0;
18.28023;0;0;0;0;0;0;0;0;
18.30023;0;0;0;0;0;0;0;0;
18.32023;0;0;0;0;0;0;0;0;
18.34023;0;0;0;0;0;0;0;0;
18.36023;0;0;0;0;0;0;0;0;
18.38023;0;0;0;0;0;0;0;0;
18.40023;0;0;0;0;0;0;0;0;
18.42023;0;0;0;0;0;0;0;0;
18.44023;0;0;0;0;0;0;0;0;
18.46023;0;0;0;0;0;0;0;0;
18.48023;0;0;0;0;0;0;0;0;
18.50023;0;0;0;0;0;0;0;0;
18.52023;0;0;0;0;0;0;0;0;
18.54023;0;0;0;0;0;0;0;0;
18.56023;0;0;0;0;0;0;0;0;
18.58023;0;0;0;0;0;0;0;0;
18.60023;0;0;0;0;0;0;0;0;
18.62024;0;0;0;0;0;0;0;0;
18.64024;0;0;0;0;0;0;0;0;
18.66024;0;0;0;0;0;0;0;0;
18.68024;0;0;0;0;0;0;0;0;
18.70024;0;0;0;0;0;0;0;0;
18.72024;0;0;0;0;0;0;0;0;
18.74024;0;0;0;0;0;0;0;0;
18.76024;0;0;0;0;0;0;0;0;
18.78024;0;0;0;0;0;0;0;0;
18.80024;0;0;0;0;0;0;0;0;
18.82024;0;0;0;0;0;0;0;0;
18.84024;0;0;0;0;0;0;0;0;
18.86024;0;0;0;0;0;0;0;0;
18.88024;0;0;0;0;0;0;0;0;
18.90024;0;0;0;0;0;0;0;0;
18.92024;0;0;0;0;0;0;0;0;
18.94024;0;0;0;0;0;0;0;0;
18.96024;0;0;0;0;0;0;0;0;
18.98024;0;0;0;0;0;0;0;0;
19.00024;0;0;0;0;0;0;0;0;
19.02024;0;0;0;0;0;0;0;0;
19.04025;0;0;0;0;0;0;0;0;
19.06025;0;0;0;0;0;0;0;0;
19.08025;0;0;0;0;0;0;0;0;
19.10025;0;0;0;0;0;0;0;0;
19.12025;0;0;0;0;0;0;0;0;
19.14025;0;0;0;0;0;0;0;0;
19.16025;0;0;0;0;0;0;0;0;
19.18025;0;0;0;0;0;0;0;0;
19.20025;0;0;0;0;0;0;0;0;
19.22025;0;0;0;0;0;0;0;0;
19.24025;0;0;0;0;0;0;0;0;
19.26025;0;0;0;0;0;0;0;0;
19.28025;0;0;0;0;0;0;0;0;
19.30025;0;0;0;0;0;0;0;0;
19.32025;0;0;0;0;0;0;0;0;
19.34025;0;0;0;0;0;0;0;0;
19.36025;0;0;0;0;0;0;0;0;
19.38025;0;0;0;0;0;0;0;0;
19.40025;0;0;0;0;0;0;0;0;
19.42025;0;0;0;0;0;0;0;0;
19.44025;0;0;0;0;0;0;0;0;
19.46025;0;0;0;0;0;0;0;0;
19.48026;0;0;0;0;0;0;0;0;
19.50026;0;0;0;0;0;0;0;0;
19.52026;0;0;0;0;0;0;0;0;
19.54026;0;0;0;0;0;0;0;0;
19.56026;0;0;0;0;0;0;0;0;
19.58026;0;0;0;0;0;0;0;0;
19.60026;0;0;0;0;0;0;0;0;
19.62026;0;0;0;0;0;0;0;0;
19.64026;0;0;0;0;0;0;0;0;
19.66026;0;0;0;0;0;0;0;0;
19.68026;0;0;0;0;0;0;0;0;
19.70026;0;0;0;0;0;0;0;0;
19.72026;0;0;0;0;0;0;0;0;
19.74026;0;0;0;0;0;0;0;0;
19.76026;0;0;0;0;0;0;0;0;
19.78026;0;0;0;0;0;0;0;0;
19.80026;0;0;0;0;0;0;0;0;
19.82026;0;0;0;0;0;0;0;0;
19.84026;0;0;0;0;0;0;0;0;
19.86026;0;0;0;0;0;0;0;0;
19.88026;0;0;0;0;0;0;0;0;
19.90026;0;0;0;0;0;0;0;0;
19.92027;0;0;0;0;0;0;0;0;
19.94027;0;0;0;0;0;0;0;0;
19.96027;0;0;0;0;0;0;0;0;
19.98027;0;0;0;0;0;0;0;0;
20.00027;0;0;0;0;0;0;0;0;
20.02027;0;0;0;0;0;0;0;0;
20.04027;0;0;0;0;0;0;0;0;
20.06027;0;0;0;0;0;0;0;0;
20.08027;0;0;0;0;0;0;0;0;
20.10027;0;0;0;0;0;0;0;0;
20.12027;0;0;0;0;0;0;0;0;
20.14027;0;0;0;0;0;0;0;0;
20.16027;0;0;0;0;0;0;0;0;
20.18027;0;0;0;0;0;0;0;0;
20.20027;0;0;0;0;0;0;0;0;
20.22027;0;0;0;0;0;0;0;0;
20.24027;0;0;0;0;0;0;0;0;
20.26027;0;0;0;0;0;0;0;0;
20.28027;0;0;0;0;0;0;0;0;
20.30027;0;0;0;0;0;0;0;0;
20.32027;0;0;0;0;0;0;0;0;
20.34027;0;0;0;0;0;0;0;0;
20.36028;0;0;0;0;0;0;0;0;
20.38028;0;0;0;0;0;0;0;0;
20.40028;0;0;0;0;0;0;0;0;
20.42028;0;0;0;0;0;0;0;0;
20.44028;0;0;0;0;0;0;0;0;
20.46028;0;0;0;0;0;0;0;0;
20.48028;0;0;0;0;0;0;0;0;
20.50028;0;0;0;0;0;0;0;0;
20.52028;0;0;0;0;0;0;0;0;
20.54028;0;0;0;0;0;0;0;0;
20.56028;0;0;0;0;0;0;0;0;
20.58028;0;0;0;0;0;0;0;0;
20.60028;0;0;0;0;0;0;0;0;
20.62028;0;0;0;0;0;0;0;0;
20.64028;0;0;0;0;0;0;0;0;
20.66028;0;0;0;0;0;0;0;0;
20.68028;0;0;0;0;0;0;0;0;
20.70028;0;0;0;0;0;0;0;0;
20.72028;0;0;0;0;0;0;0;0;
20.74028;0;0;0;0;0;0;0;0;
20.76028;0;0;0;0;0;0;0;0;
20.78028;0;0;0;0;0;0;0;0;
20.80029;0;0;0;0;0;0;0;0;
20.82029;0;0;0;0;0;0;0;0;
20.84029;0;0;0;0;0;0;0;0;
20.86029;0;0;0;0;0;0;0;0;
20.88029;0;0;0;0;0;0;0;0;
20.90029;0;0;0;0;0;0;0;0;
20.92029;0;0;0;0;0;0;0;0;
20.94029;0;0;0;0;0;0;0;0;
20.96029;0;0;0;0;0;0;0;0;
20.98029;0;0;0;0;0;0;0;0;
21.00029;0;0;0;0;0;0;0;0;
21.02029;0;0;0;0;0;0;0;0;
21.04029;0;0;0;0;0;0;0;0;
21.06029;0;0;0;0;0;0;0;0;
21.08029;0;0;0;0;0;0;0;0;
21.10029;0;0;0;0;0;0;0;0;
21.12029;0;0;0;0;0;0;0;0;
21.14029;0;0;0;0;0;0;0;0;
21.16029;0;0;0;0;0;0;0;0;
21.18029;0;0;0;0;0;0;0;0;
21.20029;0;0;0;0;0;0;0;0;
21.22029;0;0;0;0;0;0;0;0;
21.2403;0;0;0;0;0;0;0;0;
21.2603;0;0;0;0;0;0;0;0;
21.2803;0;0;0;0;0;0;0;0;
21.3003;0;0;0;0;0;0;0;0;
21.3203;0;0;0;0;0;0;0;0;
21.3403;0;0;0;0;0;0;0;0;
21.3603;0;0;0;0;0;0;0;0;
21.3803;0;0;0;0;0;0;0;0;
21.4003;0;0;0;0;0;0;0;0;
21.4203;0;0;0;0;0;0;0;0;
21.4403;0;0;0;0;0;0;0;0;
21.4603;0;0;0;0;0;0;0;0;
21.4803;0;0;0;0;0;0;0;0;
21.5003;0;0;0;0;0;0;0;0;
21.5203;0;0;0;0;0;0;0;0;
21.5403;0;0;0;0;0;0;0;0;
21.5603;0;0;0;0;0;0;0;0;
21.5803;0;0;0;0;0;0;0;0;
21.6003;0;0;0;0;0;0;0;0;
21.6203;0;0;0;0;0;0;0;0;
21.6403;0;0;0;0;0;0;0;0;
21.66031;0;0;0;0;0;0;0;0;
21.68031;0;0;0;0;0;0;0;0;
21.70031;0;0;0;0;0;0;0;0;
21.72031;0;0;0;0;0;0;0;0;
21.74031;0;0;0;0;0;0;0;0;
21.76031;0;0;0;0;0;0;0;0;
21.78031;0;0;0;0;0;0;0;0;
21.80031;0;0;0;0;0;0;0;0;
21.82031;0;0;0;0;0;0;0;0;
21.84031;0;0;0;0;0;0;0;0;
21.86031;0;0;0;0;0;0;0;0;
21.88031;0;0;0;0;0;0;0;0;
21.90031;0;0;0;0;0;0;0;0;
21.92031;0;0;0;0;0;0;0;0;
21.94031;0;0;0;0;0;0;0;0;
21.96031;0;0;0;0;0;0;0;0;
21.98031;0;0;0;0;0;0;0;0;
22.00031;0;0;0;0;0;0;0;0;
22.02031;0;0;0;0;0;0;0;0;
22.04031;0;0;0;0;0;0;0;0;
22.06031;0;0;0;0;0;0;0;0;
22.08031;0;0;0;0;0;0;0;0;
22.10032;0;0;0;0;0;0;0;0;
22.12032;0;0;0;0;0;0;0;0;
22.14032;0;0;0;0;0;0;0;0;
22.16032;0;0;0;0;0;0;0;0;
22.18032;0;0;0;0;0;0;0;0;
22.20032;0;0;0;0;0;0;0;0;
22.22032;0;0;0;0;0;0;0;0;
22.24032;0;0;0;0;0;0;0;0;
22.26032;0;0;0;0;0;0;0;0;
22.28032;0;0;0;0;0;0;0;0;
22.30032;0;0;0;0;0;0;0;0;
22.32032;0;0;0;0;0;0;0;0;
22.34032;0;0;0;0;0;0;0;0;
22.36032;0;0;0;0;0;0;0;0;
22.38032;0;0;0;0;0;0;0;0;
22.40032;0;0;0;0;0;0;0;0;
22.42032;0;0;0;0;0;0;0;0;
22.44032;0;0;0;0;0;0;0;0;
22.46032;0;0;0;0;0;0;0;0;
22.48032;0;0;0;0;0;0;0;0;
22.50032;0;0;0;0;0;0;0;0;
22.52032;0;0;0;0;0;0;0;0;
22.54033;0;0;0;0;0;0;0;0;
22.56033;0;0;0;0;0;0;0;0;
22.58033;0;0;0;0;0;0;0;0;
22.60033;0;0;0;0;0;0;0;0;
22.62033;0;0;0;0;0;0;0;0;
22.64033;0;0;0;0;0;0;0;0;
22.66033;0;0;0;0;0;0;0;0;
22.68033;0;0;0;0;0;0;0;0;
22.70033;0;0;0;0;0;0;0;0;
22.72033;0;0;0;0;0;0;0;0;
22.74033;0;0;0;0;0;0;0;0;
22.76033;0;0;0;0;0;0;0;0;
22.78033;0;0;0;0;0;0;0;0;
22.80033;0;0;0;0;0;0;0;0;
22.82033;0;0;0;0;0;0;0;0;
22.84033;0;0;0;0;0;0;0;0;
22.86033;0;0;0;0;0;0;0;0;
22.88033;0;0;0;0;0;0;0;0;
22.90033;0;0;0;0;0;0;0;0;
22.92033;0;0;0;0;0;0;0;0;
22.94033;0;0;0;0;0;0;0;0;
22.96033;0;0;0;0;0;0;0;0;
22.98034;0;0;0;0;0;0;0;0;
23.00034;0;0;0;0;0;0;0;0;
23.02034;0;0;0;0;0;0;0;0;
23.04034;0;0;0;0;0;0;0;0;
23.06034;0;0;0;0;0;0;0;0;
23.08034;0;0;0;0;0;0;0;0;
23.10034;0;0;0;0;0;0;0;0;
23.12034;0;0;0;0;0;0;0;0;
23.14034;0;0;0;0;0;0;0;0;
23.16034;0;0;0;0;0;0;0;0;
23.18034;0;0;0;0;0;0;0;0;
23.20034;0;0;0;0;0;0;0;0;
23.22034;0;0;0;0;0;0;0;0;
23.24034;0;0;0;0;0;0;0;0;
23.26034;0;0;0;0;0;0;0;0;
23.28034;0;0;0;0;0;0;0;0;
23.30034;0;0;0;0;0;0;0;0;
23.32034;0;0;0;0;0;0;0;0;
23.34034;0;0;0;0;0;0;0;0;
23.36034;0;0;0;0;0;0;0;0;
23.38034;0;0;0;0;0;0;0;0;
23.40034;0;0;0;0;0;0;0;0;
23.42035;0;0;0;0;0;0;0;0;
23.44035;0;0;0;0;0;0;0;0;
23.46035;0;0;0;0;0;0;0;0;
23.48035;0;0;0;0;0;0;0;0;
23.50035;0;0;0;0;0;0;0;0;
23.52035;0;0;0;0;0;0;0;0;
23.54035;0;0;0;0;0;0;0;0;
23.56035;0;0;0;0;0;0;0;0;
23.58035;0;0;0;0;0;0;0;0;
23.60035;0;0;0;0;0;0;0;0;
23.62035;0;0;0;0;0;0;0;0;
23.64035;0;0;0;0;0;0;0;0;
23.66035;0;0;0;0;0;0;0;0;
23.68035;0;0;0;0;0;0;0;0;
23.70035;0;0;0;0;0;0;0;0;
23.72035;0;0;0;0;0;0;0;0;
23.74035;0;0;0;0;0;0;0;0;
23.76035;0;0;0;0;0;0;0;0;
23.78035;0;0;0;0;0;0;0;0;
23.80035;0;0;0;0;0;0;0;0;
23.82035;0;0;0;0;0;0;0;0;
23.84035;0;0;0;0;0;0;0;0;
23.86036;0;0;0;0;0;0;0;0;
23.88036;0;0;0;0;0;0;0;0;
23.90036;0;0;0;0;0;0;0;0;
23.92036;0;0;0;0;0;0;0;0;
23.94036;0;0;0;0;0;0;0;0;
23.96036;0;0;0;0;0;0;0;0;
23.98036;0;0;0;0;0;0;0;0;
24.00036;0;0;0;0;0;0;0;0;
24.02036;0;0;0;0;0;0;0;0;
24.04036;0;0;0;0;0;0;0;0;
24.06036;0;0;0;0;0;0;0;0;
24.08036;0;0;0;0;0;0;0;0;
24.10036;0;0;0;0;0;0;0;0;
24.12036;0;0;0;0;0;0;0;0;
24.14036;0;0;0;0;0;0;0;0;
24.16036;0;0;0;0;0;0;0;0;
24.18036;0;0;0;0;0;0;0;0;
24.20036;0;0;0;0;0;0;0;0;
24.22036;0;0;0;0;0;0;0;0;
24.24036;0;0;0;0;0;0;0;0;
24.26036;0;0;0;0;0;0;0;0;
24.28036;0;0;0;0;0;0;0;0;
24.30037;0;0;0;0;0;0;0;0;
24.32037;0;0;0;0;0;0;0;0;
24.34037;0;0;0;0;0;0;0;0;
24.36037;0;0;0;0;0;0;0;0;
24.38037;0;0;0;0;0;0;0;0;
24.40037;0;0;0;0;0;0;0;0;
24.42037;0;0;0;0;0;0;0;0;
24.44037;0;0;0;0;0;0;0;0;
24.46037;0;0;0;0;0;0;0;0;
24.48037;0;0;0;0;0;0;0;0;
24.50037;0;0;0;0;0;0;0;0;
24.52037;0;0;0;0;0;0;0;0;
24.54037;0;0;0;0;0;0;0;0;
24.56037;0;0;0;0;0;0;0;0;
24.58037;0;0;0;0;0;0;0;0;
24.60037;0;0;0;0;0;0;0;0;
24.62037;0;0;0;0;0;0;0;0;
24.64037;0;0;0;0;0;0;0;0;
24.66037;0;0;0;0;0;0;0;0;
24.68037;0;0;0;0;0;0;0;0;
24.70037;0;0;0;0;0;0;0;0;
24.72038;0;0;0;0;0;0;0;0;
24.74038;0;0;0;0;0;0;0;0;
24.76038;0;0;0;0;0;0;0;0;
24.78038;0;0;0;0;0;0;0;0;
24.80038;0;0;0;0;0;0;0;0;
24.82038;0;0;0;0;0;0;0;0;
24.84038;0;0;0;0;0;0;0;0;
24.86038;0;0;0;0;0;0;0;0;
24.88038;0;0;0;0;0;0;0;0;
24.90038;0;0;0;0;0;0;0;0;
24.92038;0;0;0;0;0;0;0;0;
24.94038;0;0;0;0;0;0;0;0;
24.96038;0;0;0;0;0;0;0;0;
24.98038;0;0;0;0;0;0;0;0;
25.00038;0;0;0;0;0;0;0;0;
25.02038;0;0;0;0;0;0;0;0;
25.04038;0;0;0;0;0;0;0;0;
25.06038;0;0;0;0;0;0;0;0;
25.08038;0;0;0;0;0;0;0;0;
25.10038;0;0;0;0;0;0;0;0;
25.12038;0;0;0;0;0;0;0;0;
25.14038;0;0;0;0;0;0;0;0;
25.16039;0;0;0;0;0;0;0;0;
25.18039;0;0;0;0;0;0;0;0;
25.20039;0;0;0;0;0;0;0;0;
25.22039;0;0;0;0;0;0;0;0;
25.24039;0;0;0;0;0;0;0;0;
25.26039;0;0;0;0;0;0;0;0;
25.28039;0;0;0;0;0;0;0;0;
25.30039;0;0;0;0;0;0;0;0;
25.32039;0;0;0;0;0;0;0;0;
25.34039;0;0;0;0;0;0;0;0;
